areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,mlevel,modifiedtime,readcount,sigungucode,title,addr1,addr2,tel,zipcode,sigungu
33,A02,A0201,A02010800,294369,12,20071126144108,,,127.5973920906,36.4015885618,6.0,20201027163327,19160.0,5.0,가산사,충청북도 옥천군 안내면 안내회남로 671,,,29005,5
35,A02,A0203,A02030100,2629074,12,20191022164804,http://tong.visitkorea.or.kr/cms/resource/63/2629063_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/63/2629063_image2_1.bmp,128.5978129850,36.0501079498,6.0,20210408132213,0.0,22.0,가산산성마을,경상북도 칠곡군 가산면 가산로 891,,,39853,22
38,A02,A0201,A02010700,1957336,12,20141017100007,,,126.6931003984,35.2313226604,6.0,20200401151533,1812.0,19.0,가산서원,전라남도 장성군 삼서면 영장로 2015,,,57256,19
35,A01,A0101,A01010700,2633896,12,20191107132311,http://tong.visitkorea.or.kr/cms/resource/29/2638129_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/29/2638129_image2_1.JPG,128.4850691574,36.0861545517,6.0,20210409163952,0.0,22.0,가산수피아,경상북도 칠곡군 가산면 학하들안2길 105,,,39849,22
35,A02,A0207,A02070200,2709958,15,20210316170348,http://tong.visitkorea.or.kr/cms/resource/89/2713489_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2713489_image2_1.jpg,128.4850691574,36.0861545517,6.0,20210409093816,0.0,22.0,가산수피아 '봄의 정원',경상북도 칠곡군 가산면 학하들안2길 105,,054-971-9861,39849,22
39,A01,A0101,A01010400,1884521,12,20140114103335,,,126.5039945305,33.4889034625,6.0,20201224145425,3712.0,4.0,가새기오름,제주특별자치도 제주시 연미길,(오라삼동),064-740-6001,63145,4
33,A05,A0502,A05020100,686404,39,20090130095551,http://tong.visitkorea.or.kr/cms/resource/07/689607_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/689607_image3_1.jpg,127.6011326297,36.1249479950,6.0,20200212163930,19117.0,4.0,가선식당,충청북도 영동군 양산면 금강로 760,,043-743-8665,29160,4
36,A02,A0201,A02010700,1578561,12,20120326163044,,,127.8160339922,35.7788772875,6.0,20200227133908,15192.0,2.0,가선정,경상남도 거창군 북상면 송계로 731-42,(북상면),,50102,2
33,A02,A0201,A02010800,294390,12,20071126145315,http://tong.visitkorea.or.kr/cms/resource/92/1075092_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/1075092_image3_1.jpg,127.7030557496,36.9666339700,6.0,20210330173627,21440.0,6.0,가섭사,충청북도 음성군 음성읍 가섭길 494,,,27688,6
36,A02,A0201,A02010700,1579499,12,20120326185657,http://tong.visitkorea.or.kr/cms/resource/66/1611166_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/1611166_image3_1.jpg,127.7941371179,35.7345485901,6.0,20200403102426,16757.0,2.0,가섭암지 마애여래삼존입상,경상남도 거창군 위천면 상천리,,,50103,2
39,A01,A0101,A01010400,1885746,12,20140116092858,,,126.7815518045,33.3314253030,6.0,20201224145347,2233.0,3.0,가세오름,제주특별자치도 서귀포시 표선면 세화로,(토산리) 일원,,63625,3
35,A03,A0303,A03030800,131976,28,20070620000000,http://tong.visitkorea.or.kr/cms/resource/19/1981519_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/1981519_image3_1.jpg,128.8895608530,36.7707980150,6.0,20200803140716,19051.0,11.0,가송래프팅,경상북도 안동시 도산면 퇴계로 3443,,054-852-2719,36603,11
37,A05,A0502,A05020100,2568267,39,20181121112038,,,126.7178152689,35.9810517672,,20200210171105,4.0,2.0,가시리,전라북도 군산시 미원3길 13,(중앙로3가),063-446-4613,54028,2
1,A05,A0502,A05020100,570762,39,20080605152426,http://tong.visitkorea.or.kr/cms/resource/74/1490074_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/1490074_image3_1.jpg,127.0336896372,37.5163527344,6.0,20200819153027,20631.0,1.0,가시리(본점),서울특별시 강남구 언주로133길 18,,02-546-0056,06053,1
31,B02,B0201,B02010700,942523,32,20100202125734,http://tong.visitkorea.or.kr/cms/resource/30/1893430_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/1893430_image3_1.jpg,127.6019460659,37.5258897391,6.0,20200526180350,16383.0,19.0,가시버시펜션,경기도 양평군 용문면 용문산로 337,,031-771-5180,12510,19
39,A05,A0502,A05020100,1866904,39,20131203165159,,,126.7714466301,33.3531116357,6.0,20210108113611,3340.0,3.0,가시식당,제주특별자치도 서귀포시 표선면 가시로565번길 22,,064-787-1035,63623,3
32,A02,A0206,A02060300,2400127,12,20160812093518,,,129.1792257372,37.2665662250,6.0,20160927152935,574.0,4.0,가시오가피마을 홍보관,강원도 삼척시 노곡면 문의재로 2470,(노곡면),033-573-2120,25941,4
39,A01,A0101,A01010400,1885754,12,20140116095151,,,126.2500169782,33.2236315617,6.0,20201224145249,2778.0,3.0,가시오름,제주특별자치도 서귀포시 대정읍 하모이삼로21번길 1,,,63507,3
35,A02,A0201,A02010900,2513971,12,20171102144940,http://tong.visitkorea.or.kr/cms/resource/75/2687475_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/2687475_image3_1.jpg,128.4049220662,35.9368172454,6.0,20201202105107,582.0,22.0,가실성당,경상북도 칠곡군 왜관읍 가실1길 1,,,39912,22
34,B02,B0201,B02010100,142829,32,20031222000000,,,126.6624876067,36.6934413503,6.0,20200212174539,32214.0,11.0,가야관광호텔,충청남도 예산군 덕산면 신평1길 14,,041-337-0101,32406,11
36,A02,A0202,A02020600,2714140,12,20210420104949,,,128.9024609712,35.2582112598,6.0,20210420134515,,4.0,가야랜드,경상남도 김해시 인제로 368,(삼방동),,50811,4
36,A03,A0302,A03022700,2414679,12,20160909141524,http://tong.visitkorea.or.kr/cms/resource/49/1963749_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/1963749_image3_1.jpg,128.0909093551,35.7911141625,6.0,20200522164004,6689.0,21.0,가야산 소리길,경상남도 합천군 가야면 가야산로 1783,(가야면),,50200,21
35,A01,A0101,A01010700,129212,12,20060828000000,http://tong.visitkorea.or.kr/cms/resource/70/1399670_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/1399670_image3_1.jpg,128.1418573045,35.8031276100,6.0,20200828104221,43000.0,10.0,가야산 야생화식물원,경상북도 성주군 수륜면 가야산식물원길 49,,,40063,10
36,A05,A0502,A05020100,1905703,39,20140317113221,,,128.0876096332,35.7915973815,6.0,20200210171046,4355.0,21.0,가야산 해인사 홍도식당,경상남도 합천군 가야면 치인1길 16,,055-932-7368,50200,21
34,A01,A0101,A01010400,125822,12,20030930000000,http://tong.visitkorea.or.kr/cms/resource/00/1961100_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/1961100_image3_1.jpg,126.6091060355,36.7039864327,6.0,20200730094126,41292.0,7.0,가야산(서산),충청남도 서산시 해미면 산수리,,,31961,7
35,A01,A0101,A01010100,126023,12,20040225000000,,,128.1418101673,35.8001779432,6.0,20210324182432,43462.0,10.0,가야산국립공원(백운동 지구),경북 성주군 수륜면 백운리,일원,,719-892,10
36,A01,A0101,A01010100,126022,12,20040213000000,,,128.1188754337,35.8239914967,6.0,20201118140943,41554.0,21.0,"가야산국립공원(홍류동,청량동지구)",경상남도 합천군 가야면 가야산로 1200,", 경남 거창군 가조면, 경북 성주군 수륜면",,50201,21
35,A02,A0203,A02030100,128481,12,20050510000000,,,128.1029259647,35.8562319975,6.0,20201221135046,6037.0,10.0,가야산칠불봉 야생화마을,경상북도 성주군 가천면 동신로 28,,,40062,10
31,A05,A0502,A05020400,1817987,39,20130610144909,http://tong.visitkorea.or.kr/cms/resource/23/1904023_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/1904023_image3_1.jpg,127.0583439300,37.0850920192,6.0,20200710172300,3496.0,28.0,가야성,경기도 평택시 탄현로 371,,031-666-7027<br />050-4359-7027,17754,28
1,A05,A0502,A05020400,2685273,39,20201124123059,http://tong.visitkorea.or.kr/cms/resource/42/2685142_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2685142_image2_1.jpg,126.9885339952,37.5665544247,6.0,20210315095719,0.0,24.0,가야성,서울특별시 중구 을지로9길 6,,02-2267-3939,04542,24
36,A02,A0203,A02030600,250121,12,20060728000000,http://tong.visitkorea.or.kr/cms/resource/91/2020291_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2020291_image2_1.jpg,128.8725475322,35.2355465857,6.0,20210215171741,24175.0,4.0,가야의 거리,경상남도 김해시 봉황동,,,50918,4
36,A02,A0201,A02010700,1236556,12,20110321105941,http://tong.visitkorea.or.kr/cms/resource/89/1227889_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/1227889_image3_1.jpg,128.9023718710,35.3675378711,6.0,20200212141527,30344.0,10.0,가야진사,경상남도 양산시 원동면 용당들길 43-62,,,50586,10
36,A03,A0302,A03020700,130986,28,20030523000000,,,128.8958636958,35.2811835601,6.0,20210223145330,27073.0,4.0,가야컨트리클럽,경상남도 김해시 인제로 502,,055-337-0091,50811,4
6,A05,A0502,A05020100,849929,39,20091030121645,http://tong.visitkorea.or.kr/cms/resource/15/1866815_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/1866815_image3_1.jpg,129.0798725132,35.1851949389,6.0,20200210171029,15800.0,13.0,가야할매밀면전문점,부산광역시 연제구 월드컵대로145번길 32,,051-865-8017,47540,13
35,B02,B0201,B02010100,136485,32,20030612000000,http://tong.visitkorea.or.kr/cms/resource/78/1399678_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1399678_image3_1.jpg,128.1426627919,35.8030359683,6.0,20200408160045,39208.0,10.0,가야호텔,경상북도 성주군 수륜면 가야산식물원길 52,,054-931-3500,40063,10
33,B02,B0201,B02011600,2707444,32,20210226155520,http://tong.visitkorea.or.kr/cms/resource/83/2706983_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2706983_image3_1.jpg,127.4055417589,36.7351218825,,20210329132722,0.0,10.0,가영당 [한국관광 품질인증/Korea Quality],충청북도 청주시 청원구 오창읍 미래지로 71-54,,,28105,10
35,A02,A0202,A02020700,128132,12,20040510000000,http://tong.visitkorea.or.kr/cms/resource/89/1615189_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/1615189_image3_1.jpg,128.3508189720,36.6118727137,6.0,20201204110546,24535.0,16.0,가오실공원,경상북도 예천군 개포면 가곡리,(개포면),,36844,16
38,A01,A0101,A01011300,2024432,12,20150820145050,http://tong.visitkorea.or.kr/cms/resource/37/2483137_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2483137_image3_1.jpg,126.7726522891,34.5283725869,6.0,20210326145428,22201.0,1.0,가우도,전라남도 강진군 도암면 월곶로 473,(도암면),,59251,1
38,A02,A0205,A02050100,2514003,12,20171102154852,http://tong.visitkorea.or.kr/cms/resource/74/2648674_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2648674_image3_1.jpg,126.7717356912,34.5288669609,6.0,20200226094554,1825.0,1.0,가우도 출렁다리,전라남도 강진군 도암면 신기리,,,59251,1
37,A05,A0502,A05020100,404116,39,20080119223136,http://tong.visitkorea.or.kr/cms/resource/99/401399_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/401399_image3_1.jpg,127.1109168914,35.8514760845,6.0,20200525105340,19722.0,12.0,가운데집,전라북도 전주시 덕진구 추천로 171,,063-211-5366,54845,12
31,A02,A0206,A02060500,2518561,12,20171130140136,,,126.9992731557,37.4239156243,,20180219141158,294.0,3.0,가원미술관,경기도 과천시 문원동 226번지,,02-504-3730,13826,3
32,A01,A0101,A01010500,2398442,12,20160809171236,,,129.1090590493,37.4721106545,6.0,20170215140904,761.0,3.0,가원습지 생태자연공원,강원도 동해시 지가길 100,(지가동),033-530-2261,25820,3
31,A02,A0201,A02011000,2569494,12,20181124152330,http://tong.visitkorea.or.kr/cms/resource/67/2567367_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2567367_image3_1.jpg,126.8966194715,37.9801934651,6.0,20200615141324,41.0,27.0,가월리 · 주월리 구석기 유적,경기도 파주시 적성면,,,10802,27
37,B02,B0201,B02011600,2593271,32,20190325141742,http://tong.visitkorea.or.kr/cms/resource/60/2593460_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/60/2593460_image2_1.JPG,127.1532917977,35.8170640681,,20201126143008,3.0,12.0,가은채 [한국관광 품질인증/Korea Quality],전라북도 전주시 완산구 한지길 68-13,(풍남동3가),010-6345-5267,55041,12
37,B02,B0201,B02011600,2593272,32,20190325143553,http://tong.visitkorea.or.kr/cms/resource/66/2593466_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/66/2593466_image2_1.JPG,127.1535029304,35.8155253577,,20201126143029,9.0,12.0,가은채2 [한국관광 품질인증/Korea Quality],전라북도 전주시 완산구 한지길 100-20,(풍남동3가),010-6335-5267,55041,12
32,B02,B0201,B02010700,2376711,32,20160406132558,http://tong.visitkorea.or.kr/cms/resource/93/2376693_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/93/2376693_image2_1.JPG,128.3519002081,37.6272975840,6.0,20201214144612,3190.0,15.0,가을동화펜션,강원도 평창군 봉평면 흥정계곡길 72,,010-5213-3200,25300,15
38,A05,A0502,A05020100,1985801,39,20150123172734,,,126.8791262589,35.4249205487,6.0,20200203155843,3810.0,19.0,가을빛묵은지,전라남도 장성군 북하면 백양로 1102-1,,061-392-7401,57205,19
34,A01,A0101,A01011300,125848,12,20030619000000,,,126.0749440746,36.6730836379,6.0,20201028095913,46485.0,14.0,가의도,충청남도 태안군 근흥면 가의도길,,,32133,14
37,A02,A0201,A02010500,2357441,12,20151229131055,http://tong.visitkorea.or.kr/cms/resource/00/2357300_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2357300_image2_1.jpg,126.9774224423,35.4505693165,6.0,20210330171811,1907.0,7.0,가인 김병로 생가터,전라북도 순창군 복흥면 하리길 160,(복흥면),,56002,7
36,A03,A0303,A03030600,131361,28,20021129000000,,,128.0470814191,34.8959753709,6.0,20200819140927,20707.0,5.0,가인리 바다낚시,경상남도 남해군 창선면 흥선로,(창선면),055-860-3354,52454,5
31,A02,A0206,A02060500,130611,14,20050628000000,http://tong.visitkorea.or.kr/cms/resource/89/1358589_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/1358589_image3_1.jpg,127.3794096039,37.6604061569,6.0,20201126110204,28678.0,1.0,가일미술관,경기도 가평군 청평면 북한강로 1549,,,12458,1
32,B02,B0201,B02010700,899898,32,20091216141259,http://tong.visitkorea.or.kr/cms/resource/38/1843038_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/1843038_image3_1.jpg,128.2304336171,37.3396174204,6.0,20200601133402,23262.0,8.0,가자화이트펜션,강원도 영월군 무릉도원면 엄둔길 529-1,,033-374-9466,26201,8
32,B02,B0201,B02010700,2708335,32,20210308161514,http://tong.visitkorea.or.kr/cms/resource/06/2707806_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2707806_image3_1.jpg,128.3109751158,37.6609429108,,20210329172755,0.0,15.0,가재와곰펜션 [한국관광 품질인증/Korea Quality],강원도 평창군 봉평면 흥정계곡4길 212-27,,033-336-3357,25300,15
38,A02,A0203,A02030100,128427,12,20050422000000,,,127.3712766775,35.2263181024,6.0,20201221140209,24570.0,3.0,가정녹색농촌체험마을,전라남도 곡성군 고달면 가정마을길 120,(고달면),,57547,3
1,A05,A0502,A05020100,2685375,39,20201124150454,http://tong.visitkorea.or.kr/cms/resource/60/2682760_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2682760_image2_1.jpg,126.8946521602,37.5213607729,6.0,20210312094420,0.0,20.0,가정식당,서울특별시 영등포구 영등포로 118,,02-2636-6697,07291,20
36,A02,A0202,A02020300,127956,12,20040127000000,http://tong.visitkorea.or.kr/cms/resource/50/2042650_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2042650_image3_1.jpg,128.0229317531,35.6985345364,6.0,20200602133614,35271.0,2.0,가조 백두산천지온천,경상남도 거창군 가조면 온천길 161,,,50118,2
31,A02,A0208,A02081300,2704330,15,20210119152643,http://tong.visitkorea.or.kr/cms/resource/26/2704326_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/26/2704326_image2_1.JPG,127.6574135888,37.5145504080,6.0,20210119152643,0.0,19.0,가족끼리 빙어체험 2021,경기도 양평군 단월면 곱다니길 55-2 수미마을 방문객센터,,031-775-5205,12529,19
31,A02,A0207,A02070200,1820268,15,20130617093258,http://tong.visitkorea.or.kr/cms/resource/96/2707496_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2707496_image2_1.jpg,127.6573663730,37.5144948588,6.0,20210308133050,94324.0,19.0,가족끼리딸기 캠피닉,경기도 양평군 단월면 곱다니길 55-2,,031-775-5205,12529,19
37,A05,A0502,A05020100,135563,39,20070308000000,http://tong.visitkorea.or.kr/cms/resource/61/1983461_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/1983461_image3_1.jpg,127.7554693059,35.9047480294,6.0,20200210171007,19558.0,5.0,가족마당,전라북도 무주군 설천면 만선1로 60,,063-322-1188,55555,5
7,A02,A0206,A02060700,130523,14,20041008000000,http://tong.visitkorea.or.kr/cms/resource/19/1899619_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/1899619_image3_1.jpg,129.2905556337,35.5319960593,6.0,20201209172912,34581.0,2.0,가족문화센터,울산광역시 남구 대공원로 84,(옥동),,44660,2
36,B02,B0201,B02010700,1351349,32,20110804155937,,,127.9675765215,34.8169300517,6.0,20201014090438,53021.0,5.0,가족사랑바다체험펜션,경상남도 남해군 삼동면 죽방로 495,,055-867-0550,52443,5
4,A02,A0208,A02080400,2705052,15,20210201172200,http://tong.visitkorea.or.kr/cms/resource/60/2705060_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2705060_image2_1.jpg,128.5922570230,35.8835072863,6.0,20210201173042,0.0,5.0,가족오페라 <마술피리> 2021,대구광역시 북구 호암로 15,(칠성동2가),053-666-6170,41585,5
32,A02,A0203,A02030400,2664758,12,20200723103131,http://tong.visitkorea.or.kr/cms/resource/24/2633024_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/24/2633024_image2_1.bmp,128.2814141316,38.0198812510,6.0,20200723103131,0.0,10.0,가족올래 하추리마을,강원도 인제군 인제읍 하추로 187,,,24642,10
37,A05,A0502,A05020100,579046,39,20080624141450,http://tong.visitkorea.or.kr/cms/resource/33/579533_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/579533_image3_1.jpg,127.1459591164,35.8170667179,6.0,20210309154531,39854.0,12.0,가족회관,전라북도 전주시 완산구 전라감영5길 17,,063-284-0982,55038,12
36,A01,A0101,A01010900,2699943,12,20201221091230,http://tong.visitkorea.or.kr/cms/resource/33/2699933_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/33/2699933_image2_1.JPG,128.9819618018,35.5803542935,6.0,20201221091230,0.0,7.0,가지산 쇠점골계곡,경상남도 밀양시 산내면 얼음골로 177,,,50415,7
